# Solenoid scan data
# r_max = 3
# point_spacing = 0.05
# x_centre = 15
# y_centre = 18.25
# wait_time = 1.5
# N_points = 2817
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
6.919016122817993164e+00 0.000000000000000000e+00 1.004015445709228516e+02 2.131080627441406250e+01 3.017525672912597656e+01 1.059828758239746094e+02 2.825171470642089844e+00 6.219277858734130859e+00 3.072391510009765625e+00 0.000000000000000000e+00 2.330780029296875000e-03 4.496435880661010742e+00 5.266320251394063234e-03 6.230000000000000200e-10 1.500000000000000000e+01 1.525000000000000000e+01
1.175624179840087891e+01 1.000000000000000000e+00 1.003358840942382812e+02 2.140927314758300781e+01 3.017525672912597656e+01 1.058844089508056641e+02 2.830752849578857422e+00 6.216979980468750000e+00 3.065168857574462891e+00 9.999999999999999547e-07 2.330780029296875000e-03 4.491511344909667969e+00 5.528978188522160053e-03 6.280000000000000027e-10 1.430000000000000071e+01 1.534999999999999964e+01
1.427478122711181641e+01 2.000000000000000000e+00 1.004015445709228516e+02 2.150778770446777344e+01 3.024091720581054688e+01 1.058844089508056641e+02 2.829439640045166016e+00 6.215338230133056641e+00 3.064512252807617188e+00 9.999999999999999547e-07 3.315448760986328125e-03 4.498569965362548828e+00 5.266320251394063234e-03 6.270000000000000062e-10 1.440000000000000036e+01 1.534999999999999964e+01
1.680634403228759766e+01 3.000000000000000000e+00 1.003687381744384766e+02 2.121229171752929688e+01 3.020811080932617188e+01 1.059500694274902344e+02 2.833051204681396484e+00 6.219277858734130859e+00 3.062213897705078125e+00 9.999999999999999547e-07 4.957199096679687500e-03 4.496271848678588867e+00 5.791636125650256872e-03 6.289999999999999993e-10 1.450000000000000000e+01 1.534999999999999964e+01
1.932488918304443359e+01 4.000000000000000000e+00 1.004672050476074219e+02 2.140927314758300781e+01 3.017525672912597656e+01 1.058515548706054688e+02 2.833707809448242188e+00 6.218621253967285156e+00 3.061228752136230469e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.500211477279663086e+00 6.054294062778353691e-03 6.319999999999999889e-10 1.459999999999999964e+01 1.534999999999999964e+01
2.184045314788818359e+01 5.000000000000000000e+00 1.003687381744384766e+02 2.134361267089843750e+01 3.014245033264160156e+01 1.059500694274902344e+02 2.833051204681396484e+00 6.220263004302978516e+00 3.061885833740234375e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.490197896957397461e+00 5.923060467466711998e-03 6.339999999999999820e-10 1.469999999999999929e+01 1.534999999999999964e+01
2.431200814247131348e+01 6.000000000000000000e+00 1.004015445709228516e+02 2.131080627441406250e+01 3.030657768249511719e+01 1.059172153472900391e+02 2.837647438049316406e+00 6.217636585235595703e+00 3.058602333068847656e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.493973493576049805e+00 5.923060467466711998e-03 6.359999999999999751e-10 1.480000000000000071e+01 1.534999999999999964e+01
2.681161952018737793e+01 7.000000000000000000e+00 1.003687381744384766e+02 2.131080627441406250e+01 3.007678985595703125e+01 1.059172153472900391e+02 2.837975502014160156e+00 6.219606399536132812e+00 3.057945728302001953e+00 0.000000000000000000e+00 2.330780029296875000e-03 4.493809461593627930e+00 5.923060467466711998e-03 6.359999999999999751e-10 1.490000000000000036e+01 1.534999999999999964e+01
2.933811402320861816e+01 8.000000000000000000e+00 1.004015445709228516e+02 2.121229171752929688e+01 3.010959625244140625e+01 1.058844089508056641e+02 2.834692478179931641e+00 6.218621253967285156e+00 3.058930873870849609e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.501032352447509766e+00 6.973692215979099274e-03 6.389999999999999647e-10 1.500000000000000000e+01 1.534999999999999964e+01
3.184771609306335449e+01 9.000000000000000000e+00 1.004015445709228516e+02 2.134361267089843750e+01 3.027377128601074219e+01 1.058844089508056641e+02 2.836662292480468750e+00 6.219277858734130859e+00 3.058602333068847656e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.494630336761474609e+00 7.892899622675031424e-03 6.389999999999999647e-10 1.509999999999999964e+01 1.534999999999999964e+01
3.432024049758911133e+01 1.000000000000000000e+01 1.004015445709228516e+02 2.137646675109863281e+01 3.017525672912597656e+01 1.059828758239746094e+02 2.835677623748779297e+00 6.217636585235595703e+00 3.056961059570312500e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.491183042526245117e+00 5.923060467466711998e-03 6.409999999999999578e-10 1.519999999999999929e+01 1.534999999999999964e+01
