# Solenoid scan data
# r_max = 3
# point_spacing = 0.05
# x_centre = 15
# y_centre = 18.25
# wait_time = 1.5
# N_points = 2817
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
6.873023509979248047e+00 0.000000000000000000e+00 1.004015445709228516e+02 2.121229171752929688e+01 3.027377128601074219e+01 1.058844089508056641e+02 8.697352409362792969e-01 6.213696956634521484e+00 5.002219200134277344e+00 0.000000000000000000e+00 3.643989562988281250e-03 3.871983289718627930e+00 4.872237972449511290e-03 5.260000000000000448e-10 1.500000000000000000e+01 1.525000000000000000e+01
1.167026138305664062e+01 1.000000000000000000e+00 1.004015445709228516e+02 2.108097076416015625e+01 3.020811080932617188e+01 1.059500694274902344e+02 8.697352409362792969e-01 6.223874568939208984e+00 5.000577926635742188e+00 0.000000000000000000e+00 2.658843994140625000e-03 3.874281644821166992e+00 4.741004377137869596e-03 5.260000000000000448e-10 1.430000000000000071e+01 1.534999999999999964e+01
1.419082617759704590e+01 2.000000000000000000e+00 1.003358840942382812e+02 2.114663124084472656e+01 3.010959625244140625e+01 1.058844089508056641e+02 8.684220314025878906e-01 6.219277858734130859e+00 5.003860950469970703e+00 9.999999999999999547e-07 2.658843994140625000e-03 3.868864297866821289e+00 4.478346440009772778e-03 5.260000000000000448e-10 1.440000000000000036e+01 1.534999999999999964e+01
1.675538659095764160e+01 3.000000000000000000e+00 1.003030776977539062e+02 2.108097076416015625e+01 3.014245033264160156e+01 1.059500694274902344e+02 8.677654266357421875e-01 6.222889423370361328e+00 5.002547740936279297e+00 0.000000000000000000e+00 3.315448760986328125e-03 3.869192600250244141e+00 5.660211783833801746e-03 5.260000000000000448e-10 1.450000000000000000e+01 1.534999999999999964e+01
1.927090048789978027e+01 4.000000000000000000e+00 1.002374172210693359e+02 2.121229171752929688e+01 3.027377128601074219e+01 1.059172153472900391e+02 8.674368858337402344e-01 6.223874568939208984e+00 5.003860950469970703e+00 0.000000000000000000e+00 2.987384796142578125e-03 3.870998382568359375e+00 6.316951999906450510e-03 5.240000000000000517e-10 1.459999999999999964e+01 1.534999999999999964e+01
2.180542635917663574e+01 5.000000000000000000e+00 1.003030776977539062e+02 2.117948532104492188e+01 3.017525672912597656e+01 1.058844089508056641e+02 8.674368858337402344e-01 6.218949794769287109e+00 5.001562595367431641e+00 9.999999999999999547e-07 4.628658294677734375e-03 3.870506048202514648e+00 6.316951999906450510e-03 5.219999999999999552e-10 1.469999999999999929e+01 1.534999999999999964e+01
2.431199955940246582e+01 6.000000000000000000e+00 1.003358840942382812e+02 2.117948532104492188e+01 3.014245033264160156e+01 1.058844089508056641e+02 8.671088218688964844e-01 6.219606399536132812e+00 5.002219200134277344e+00 0.000000000000000000e+00 3.315448760986328125e-03 3.877564668655395508e+00 1.091356127290055156e-02 5.219999999999999552e-10 1.480000000000000071e+01 1.534999999999999964e+01
2.678657555580139160e+01 7.000000000000000000e+00 1.003030776977539062e+02 2.124514579772949219e+01 3.010959625244140625e+01 1.059172153472900391e+02 8.671088218688964844e-01 6.220263004302978516e+00 4.999921321868896484e+00 9.999999999999999547e-07 2.987384796142578125e-03 3.869685173034667969e+00 1.235827530035749078e-02 5.209999999999999586e-10 1.490000000000000036e+01 1.534999999999999964e+01
2.926313281059265137e+01 8.000000000000000000e+00 1.002702236175537109e+02 2.127795219421386719e+01 3.033943176269531250e+01 1.059172153472900391e+02 8.654670715332031250e-01 6.219606399536132812e+00 5.003204345703125000e+00 0.000000000000000000e+00 4.300594329833984375e-03 3.880191326141357422e+00 1.170172583078965545e-02 5.219999999999999552e-10 1.500000000000000000e+01 1.534999999999999964e+01
3.180671811103820801e+01 9.000000000000000000e+00 1.002702236175537109e+02 2.104816436767578125e+01 3.024091720581054688e+01 1.058844089508056641e+02 8.651390075683593750e-01 6.220263004302978516e+00 5.002875804901123047e+00 9.999999999999999547e-07 2.987384796142578125e-03 3.870177745819091797e+00 7.499008090235292912e-03 5.189999999999999655e-10 1.509999999999999964e+01 1.534999999999999964e+01
3.432722187042236328e+01 1.000000000000000000e+01 1.004015445709228516e+02 2.121229171752929688e+01 3.020811080932617188e+01 1.059172153472900391e+02 8.657956123352050781e-01 6.223874568939208984e+00 5.003860950469970703e+00 0.000000000000000000e+00 2.658843994140625000e-03 3.874609947204589844e+00 1.262093323748558760e-02 5.199999999999999621e-10 1.519999999999999929e+01 1.534999999999999964e+01
3.679481172561645508e+01 1.100000000000000000e+01 1.003030776977539062e+02 2.101531028747558594e+01 3.004393577575683594e+01 1.058844089508056641e+02 8.644824028015136719e-01 6.220263004302978516e+00 5.014695167541503906e+00 0.000000000000000000e+00 2.987384796142578125e-03 3.871983289718627930e+00 9.206380054820328951e-03 5.199999999999999621e-10 1.530000000000000071e+01 1.534999999999999964e+01
3.927438449859619141e+01 1.200000000000000000e+01 1.003358840942382812e+02 2.117948532104492188e+01 3.010959625244140625e+01 1.059172153472900391e+02 8.628406524658203125e-01 6.221248149871826172e+00 5.001891136169433594e+00 9.999999999999999547e-07 2.987384796142578125e-03 3.870177745819091797e+00 1.301501551643013954e-02 5.189999999999999655e-10 1.540000000000000036e+01 1.534999999999999964e+01
4.178794026374816895e+01 1.300000000000000000e+01 1.002702236175537109e+02 2.104816436767578125e+01 3.010959625244140625e+01 1.059172153472900391e+02 8.625125885009765625e-01 6.222561359405517578e+00 5.005502700805664062e+00 0.000000000000000000e+00 3.643989562988281250e-03 3.877236366271972656e+00 4.215688502881675959e-03 5.189999999999999655e-10 1.550000000000000000e+01 1.534999999999999964e+01
4.434150481224060059e+01 1.400000000000000000e+01 1.003030776977539062e+02 2.124514579772949219e+01 3.027377128601074219e+01 1.058844089508056641e+02 8.621840476989746094e-01 6.223217964172363281e+00 5.001891136169433594e+00 0.000000000000000000e+00 2.658843994140625000e-03 3.871162652969360352e+00 8.549639838747680187e-03 5.169999999999999724e-10 1.559999999999999964e+01 1.534999999999999964e+01
4.686405134201049805e+01 1.500000000000000000e+01 1.003358840942382812e+02 2.101531028747558594e+01 3.020811080932617188e+01 1.059172153472900391e+02 8.621840476989746094e-01 6.222889423370361328e+00 5.001562595367431641e+00 9.999999999999999547e-07 2.987384796142578125e-03 3.873953342437744141e+00 8.286981901619583368e-03 5.169999999999999724e-10 1.569999999999999929e+01 1.534999999999999964e+01
