# Solenoid scan data
# r_max = 3
# point_spacing = 0.05
# x_centre = 14.75
# y_centre = 18
# wait_time = 1.5
# N_points = 2817
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
6.914051771163940430e+00 0.000000000000000000e+00 1.397335529327392578e+02 2.121229171752929688e+01 3.014245033264160156e+01 1.050636291503906250e+02 2.305122852325439453e+00 6.054464817047119141e+00 3.748389244079589844e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.193730831146240234e+00 5.134895909577608109e-03 2.050000000000000159e-09 1.475000000000000000e+01 1.500000000000000000e+01
1.172030186653137207e+01 1.000000000000000000e+00 1.419989109039306641e+02 2.131080627441406250e+01 3.027377128601074219e+01 1.049979686737060547e+02 2.300854682922363281e+00 6.058732509613037109e+00 3.752657413482666016e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.201774358749389648e+00 3.821606223937124014e-03 2.039999999999999986e-09 1.405000000000000071e+01 1.509999999999999964e+01
1.430282855033874512e+01 2.000000000000000000e+00 1.435419559478759766e+02 2.127795219421386719e+01 3.014245033264160156e+01 1.049979686737060547e+02 2.303152561187744141e+00 6.055778026580810547e+00 3.750687599182128906e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.188313484191894531e+00 3.427714691497385502e-03 2.050000000000000159e-09 1.415000000000000036e+01 1.509999999999999964e+01
1.681038165092468262e+01 3.000000000000000000e+00 1.385844230651855469e+02 2.114663124084472656e+01 3.027377128601074219e+01 1.050964355468750000e+02 2.308405876159667969e+00 6.057747840881347656e+00 3.745106220245361328e+00 0.000000000000000000e+00 4.300594329833984375e-03 4.204565048217773438e+00 4.084264161065220833e-03 2.039999999999999986e-09 1.425000000000000000e+01 1.509999999999999964e+01
1.934694766998291016e+01 4.000000000000000000e+00 1.407184600830078125e+02 2.127795219421386719e+01 3.024091720581054688e+01 1.050964355468750000e+02 2.316941738128662109e+00 6.056762695312500000e+00 3.735257148742675781e+00 9.999999999999999547e-07 3.315448760986328125e-03 4.184702157974243164e+00 4.478346440009772778e-03 2.029999999999999814e-09 1.434999999999999964e+01 1.509999999999999964e+01
2.187751340866088867e+01 5.000000000000000000e+00 1.470221042633056641e+02 2.124514579772949219e+01 3.024091720581054688e+01 1.049979686737060547e+02 2.316285133361816406e+00 6.059061050415039062e+00 3.738211631774902344e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.198819637298583984e+00 4.741004377137869596e-03 2.039999999999999986e-09 1.444999999999999929e+01 1.509999999999999964e+01
2.441203808784484863e+01 6.000000000000000000e+00 1.450850486755371094e+02 2.134361267089843750e+01 3.020811080932617188e+01 1.050636291503906250e+02 2.317270278930664062e+00 6.052166461944580078e+00 3.738540172576904297e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.201117753982543945e+00 4.478346440009772778e-03 2.039999999999999986e-09 1.455000000000000071e+01 1.509999999999999964e+01
2.694359183311462402e+01 7.000000000000000000e+00 1.469235897064208984e+02 2.114663124084472656e+01 3.024091720581054688e+01 1.051292896270751953e+02 2.312345504760742188e+00 6.058075904846191406e+00 3.740181446075439453e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.198983669281005859e+00 5.003662314265966415e-03 2.039999999999999986e-09 1.465000000000000036e+01 1.509999999999999964e+01
2.946615028381347656e+01 8.000000000000000000e+00 1.468579292297363281e+02 2.114663124084472656e+01 3.020811080932617188e+01 1.050636291503906250e+02 2.308733940124511719e+00 6.057091236114501953e+00 3.741166591644287109e+00 9.999999999999999547e-07 4.957199096679687500e-03 4.193402528762817383e+00 4.346922098193317652e-03 2.039999999999999986e-09 1.475000000000000000e+01 1.509999999999999964e+01
3.198970913887023926e+01 9.000000000000000000e+00 1.474817276000976562e+02 2.117948532104492188e+01 3.027377128601074219e+01 1.050307750701904297e+02 2.312017440795898438e+00 6.056434631347656250e+00 3.741823196411132812e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.198983669281005859e+00 5.134895909577608109e-03 2.039999999999999986e-09 1.484999999999999964e+01 1.509999999999999964e+01
