# Solenoid scan data
# r_max = 3.5
# point_spacing = 0.05
# x_centre = 19.5
# y_centre = 17
# wait_time = 1.5
# N_points = 3845
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
8.483713626861572266e+00 0.000000000000000000e+00 1.003358840942382812e+02 2.124514579772949219e+01 3.027377128601074219e+01 9.994192123413085938e+01 1.530302524566650391e+00 6.103711605072021484e+00 4.428655147552490234e+00 9.999999999999999547e-07 3.972053527832031250e-03 4.124456644058227539e+00 4.965703759808093309e-02 3.800000000000000113e-09 1.950000000000000000e+01 1.350000000000000000e+01
1.359377694129943848e+01 1.000000000000000000e+00 1.003030776977539062e+02 2.137646675109863281e+01 3.017525672912597656e+01 9.994192123413085938e+01 1.539823532104492188e+00 6.103055000305175781e+00 4.428655147552490234e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.133649349212646484e+00 4.138302645878866315e-02 3.749999999999999665e-09 1.869999999999999929e+01 1.359999999999999964e+01
1.979023790359497070e+01 2.000000000000000000e+00 1.003358840942382812e+02 2.134361267089843750e+01 3.007678985595703125e+01 9.987626075744628906e+01 1.539166927337646484e+00 6.103711605072021484e+00 4.428655147552490234e+00 0.000000000000000000e+00 6.270408630371093750e-03 4.121994256973266602e+00 4.203976667486131191e-02 3.730000000000000148e-09 1.880000000000000071e+01 1.359999999999999964e+01
2.230180168151855469e+01 3.000000000000000000e+00 1.003687381744384766e+02 2.108097076416015625e+01 3.027377128601074219e+01 9.994192123413085938e+01 1.538181781768798828e+00 6.099771976470947266e+00 4.431282043457031250e+00 9.999999999999999547e-07 3.643989562988281250e-03 4.127739667892456055e+00 4.322163201868534088e-02 3.719999999999999975e-09 1.889999999999999858e+01 1.359999999999999964e+01
2.750183129310607910e+01 4.000000000000000000e+00 1.003687381744384766e+02 2.127795219421386719e+01 3.020811080932617188e+01 1.000404357910156250e+02 1.538181781768798828e+00 6.100756645202636719e+00 4.427670478820800781e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.125769853591918945e+00 4.414103017188608646e-02 3.719999999999999975e-09 1.900000000000000000e+01 1.359999999999999964e+01
3.002940154075622559e+01 5.000000000000000000e+00 1.003030776977539062e+02 2.117948532104492188e+01 3.024091720581054688e+01 9.990906715393066406e+01 1.536211967468261719e+00 6.100428581237792969e+00 4.428327083587646484e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.137753248214721680e+00 4.558574419934302568e-02 3.730000000000000148e-09 1.910000000000000142e+01 1.359999999999999964e+01
3.256197142601013184e+01 6.000000000000000000e+00 1.002702236175537109e+02 2.131080627441406250e+01 3.020811080932617188e+01 9.997472763061523438e+01 1.534570693969726562e+00 6.100100040435791016e+00 4.425044059753417969e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.128560543060302734e+00 4.755577410105615854e-02 3.719999999999999975e-09 1.919999999999999929e+01 1.359999999999999964e+01
3.508951091766357422e+01 7.000000000000000000e+00 1.004343986511230469e+02 2.134361267089843750e+01 3.014245033264160156e+01 9.987626075744628906e+01 1.535555362701416016e+00 6.112247943878173828e+00 4.428655147552490234e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.139230728149414062e+00 4.873763944488018751e-02 3.730000000000000148e-09 1.930000000000000071e+01 1.359999999999999964e+01
3.762904429435729980e+01 8.000000000000000000e+00 1.002374172210693359e+02 2.127795219421386719e+01 3.017525672912597656e+01 9.990906715393066406e+01 1.532600402832031250e+00 6.100100040435791016e+00 4.429312229156494141e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.136768341064453125e+00 5.070766934659332037e-02 3.730000000000000148e-09 1.939999999999999858e+01 1.359999999999999964e+01
4.016159749031066895e+01 9.000000000000000000e+00 1.003687381744384766e+02 2.121229171752929688e+01 3.014245033264160156e+01 9.994192123413085938e+01 1.533257007598876953e+00 6.094847202301025391e+00 4.430296897888183594e+00 0.000000000000000000e+00 4.957199096679687500e-03 4.121994256973266602e+00 5.123298522084951401e-02 3.730000000000000148e-09 1.950000000000000000e+01 1.359999999999999964e+01
