# Solenoid scan data
# r_max = 3.5
# point_spacing = 0.05
# x_centre = 19
# y_centre = 17
# wait_time = 1.5
# N_points = 3845
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
7.267899036407470703e+00 0.000000000000000000e+00 1.003358840942382812e+02 2.134361267089843750e+01 3.014245033264160156e+01 8.999400138854980469e+01 2.925635337829589844e+00 5.945136070251464844e+00 3.221446037292480469e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.436518669128417969e+00 3.350290685193613172e-02 2.679999999999999844e-09 1.900000000000000000e+01 1.350000000000000000e+01
1.228103280067443848e+01 1.000000000000000000e+00 1.003358840942382812e+02 2.140927314758300781e+01 3.033943176269531250e+01 8.999400138854980469e+01 2.929246902465820312e+00 5.944151401519775391e+00 3.217506408691406250e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.446203947067260742e+00 3.389698913088068366e-02 2.670000000000000086e-09 1.819999999999999929e+01 1.359999999999999964e+01
1.870531296730041504e+01 2.000000000000000000e+00 1.002702236175537109e+02 2.131080627441406250e+01 3.020811080932617188e+01 8.992834091186523438e+01 2.930560111999511719e+00 5.940539836883544922e+00 3.219147682189941406e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.450472116470336914e+00 3.337167325662449002e-02 2.670000000000000086e-09 1.830000000000000071e+01 1.359999999999999964e+01
2.779611873626708984e+01 3.000000000000000000e+00 1.004015445709228516e+02 2.134361267089843750e+01 3.014245033264160156e+01 9.002685546875000000e+01 2.933186531066894531e+00 5.939554691314697266e+00 3.219804286956787109e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.431593894958496094e+00 3.284635738236829638e-02 2.670000000000000086e-09 1.839999999999999858e+01 1.359999999999999964e+01
3.033866548538208008e+01 4.000000000000000000e+00 1.003687381744384766e+02 2.121229171752929688e+01 3.027377128601074219e+01 8.999400138854980469e+01 2.934828281402587891e+00 5.939554691314697266e+00 3.218163013458251953e+00 0.000000000000000000e+00 4.628658294677734375e-03 4.440458536148071289e+00 3.337167325662449002e-02 2.679999999999999844e-09 1.850000000000000000e+01 1.359999999999999964e+01
3.285428023338317871e+01 5.000000000000000000e+00 1.003358840942382812e+02 2.127795219421386719e+01 3.017525672912597656e+01 8.996119499206542969e+01 2.935484886169433594e+00 5.937584877014160156e+00 3.217506408691406250e+00 0.000000000000000000e+00 2.330780029296875000e-03 4.436354637145996094e+00 3.363433119375258684e-02 2.700000000000000189e-09 1.860000000000000142e+01 1.359999999999999964e+01
3.535981273651123047e+01 6.000000000000000000e+00 1.003030776977539062e+02 2.124514579772949219e+01 3.024091720581054688e+01 8.999400138854980469e+01 2.934499740600585938e+00 5.939554691314697266e+00 3.217177867889404297e+00 9.999999999999999547e-07 3.643989562988281250e-03 4.450143814086914062e+00 3.389698913088068366e-02 2.690000000000000017e-09 1.869999999999999929e+01 1.359999999999999964e+01
3.789235973358154297e+01 7.000000000000000000e+00 1.004015445709228516e+02 2.121229171752929688e+01 3.027377128601074219e+01 9.002685546875000000e+01 2.936141490936279297e+00 5.938898086547851562e+00 3.216521263122558594e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.440786838531494141e+00 3.389698913088068366e-02 2.690000000000000017e-09 1.880000000000000071e+01 1.359999999999999964e+01
4.042989993095397949e+01 8.000000000000000000e+00 1.004015445709228516e+02 2.137646675109863281e+01 3.024091720581054688e+01 8.999400138854980469e+01 2.938767910003662109e+00 5.938898086547851562e+00 3.215208053588867188e+00 9.999999999999999547e-07 4.300594329833984375e-03 4.448338031768798828e+00 3.402841347269713879e-02 2.690000000000000017e-09 1.889999999999999858e+01 1.359999999999999964e+01
4.296145343780517578e+01 9.000000000000000000e+00 1.003687381744384766e+02 2.134361267089843750e+01 3.024091720581054688e+01 8.999400138854980469e+01 2.954855442047119141e+00 5.939226627349853516e+00 3.203388690948486328e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.434548854827880859e+00 2.916895551607012749e-02 2.709999999999999948e-09 1.900000000000000000e+01 1.359999999999999964e+01
4.551900649070739746e+01 1.000000000000000000e+01 1.003687381744384766e+02 2.114663124084472656e+01 3.007678985595703125e+01 8.996119499206542969e+01 2.959123611450195312e+00 5.936271667480468750e+00 3.200762271881103516e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.440130233764648438e+00 2.785566583042964339e-02 2.709999999999999948e-09 1.910000000000000142e+01 1.359999999999999964e+01
4.803756356239318848e+01 1.100000000000000000e+01 1.003358840942382812e+02 2.117948532104492188e+01 3.037223815917968750e+01 8.992834091186523438e+01 2.956496715545654297e+00 5.936600208282470703e+00 3.202075481414794922e+00 0.000000000000000000e+00 2.002239227294921875e-03 4.446860551834106445e+00 2.916895551607012749e-02 2.709999999999999948e-09 1.919999999999999929e+01 1.359999999999999964e+01
5.056310963630676270e+01 1.200000000000000000e+01 1.004343986511230469e+02 2.131080627441406250e+01 3.017525672912597656e+01 8.996119499206542969e+01 2.954526901245117188e+00 5.935615062713623047e+00 3.199120521545410156e+00 9.999999999999999547e-07 3.643989562988281250e-03 4.430773258209228516e+00 3.127040975959971547e-02 2.720000000000000120e-09 1.930000000000000071e+01 1.359999999999999964e+01
5.309667778015136719e+01 1.300000000000000000e+01 1.004015445709228516e+02 2.124514579772949219e+01 3.027377128601074219e+01 8.992834091186523438e+01 2.931873321533203125e+00 5.936928272247314453e+00 3.203388690948486328e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.438160181045532227e+00 3.468496294226497412e-02 2.729999999999999878e-09 1.939999999999999858e+01 1.359999999999999964e+01
5.563023066520690918e+01 1.400000000000000000e+01 1.003687381744384766e+02 2.104816436767578125e+01 3.027377128601074219e+01 8.999400138854980469e+01 2.933843135833740234e+00 5.934301853179931641e+00 3.202404022216796875e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.446532249450683594e+00 7.303435698850080371e-02 2.729999999999999878e-09 1.950000000000000000e+01 1.359999999999999964e+01
5.816378235816955566e+01 1.500000000000000000e+01 1.004343986511230469e+02 2.144212722778320312e+01 3.017525672912597656e+01 8.999400138854980469e+01 2.940081119537353516e+00 5.936271667480468750e+00 3.200434207916259766e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.440786838531494141e+00 4.873763944488018751e-02 2.720000000000000120e-09 1.960000000000000142e+01 1.359999999999999964e+01
6.069033813476562500e+01 1.600000000000000000e+01 1.003687381744384766e+02 2.131080627441406250e+01 3.024091720581054688e+01 9.002685546875000000e+01 2.939753055572509766e+00 5.949404239654541016e+00 3.198792457580566406e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.441115140914916992e+00 4.926295531913638115e-02 2.720000000000000120e-09 1.969999999999999929e+01 1.359999999999999964e+01
