# Solenoid scan data
# r_max = 3
# point_spacing = 0.05
# x_centre = 14.75
# y_centre = 18
# wait_time = 1.5
# N_points = 2817
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
6.869036674499511719e+00 0.000000000000000000e+00 1.004015445709228516e+02 2.140927314758300781e+01 3.020811080932617188e+01 1.050307750701904297e+02 2.611767768859863281e+00 5.821362018585205078e+00 3.678786754608154297e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.185030460357666016e+00 4.478346440009772778e-03 1.679999999999999989e-09 1.475000000000000000e+01 1.500000000000000000e+01
1.166329741477966309e+01 1.000000000000000000e+00 1.003030776977539062e+02 2.131080627441406250e+01 3.017525672912597656e+01 1.050307750701904297e+02 2.614394187927246094e+00 5.828584671020507812e+00 3.666967868804931641e+00 0.000000000000000000e+00 4.300594329833984375e-03 4.198327064514160156e+00 4.741004377137869596e-03 1.679999999999999989e-09 1.405000000000000071e+01 1.509999999999999964e+01
1.418485689163208008e+01 2.000000000000000000e+00 1.003687381744384766e+02 2.131080627441406250e+01 3.027377128601074219e+01 1.049979686737060547e+02 2.614065647125244141e+00 5.843358993530273438e+00 3.667295932769775391e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.190775871276855469e+00 5.528978188522160053e-03 1.670000000000000023e-09 1.415000000000000036e+01 1.509999999999999964e+01
1.671840906143188477e+01 3.000000000000000000e+00 1.004015445709228516e+02 2.121229171752929688e+01 3.024091720581054688e+01 1.049651145935058594e+02 2.618005752563476562e+00 5.829897880554199219e+00 3.664669513702392578e+00 9.999999999999999547e-07 2.330780029296875000e-03 4.199968814849853516e+00 5.397553846705704927e-03 1.650000000000000092e-09 1.425000000000000000e+01 1.509999999999999964e+01
1.925597453117370605e+01 4.000000000000000000e+00 1.004672050476074219e+02 2.114663124084472656e+01 3.037223815917968750e+01 1.049323081970214844e+02 2.617677211761474609e+00 5.829897880554199219e+00 3.663027763366699219e+00 9.999999999999999547e-07 5.285263061523437500e-03 4.193730831146240234e+00 5.134895909577608109e-03 1.650000000000000092e-09 1.434999999999999964e+01 1.509999999999999964e+01
2.178351449966430664e+01 5.000000000000000000e+00 1.004343986511230469e+02 2.117948532104492188e+01 3.014245033264160156e+01 1.049651145935058594e+02 2.618005752563476562e+00 5.836792469024658203e+00 3.662043094635009766e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.193566560745239258e+00 4.741004377137869596e-03 1.639999999999999920e-09 1.444999999999999929e+01 1.509999999999999964e+01
2.431811547279357910e+01 6.000000000000000000e+00 1.003687381744384766e+02 2.124514579772949219e+01 3.027377128601074219e+01 1.050307750701904297e+02 2.615378856658935547e+00 5.835479259490966797e+00 3.664012908935546875e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.198491334915161133e+00 4.609580035321414471e-03 1.629999999999999955e-09 1.455000000000000071e+01 1.509999999999999964e+01
2.683264732360839844e+01 7.000000000000000000e+00 1.003687381744384766e+02 2.144212722778320312e+01 3.024091720581054688e+01 1.049651145935058594e+02 2.616035461425781250e+00 5.835151195526123047e+00 3.660729885101318359e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.192909955978393555e+00 4.609580035321414471e-03 1.619999999999999989e-09 1.465000000000000036e+01 1.509999999999999964e+01
2.936118578910827637e+01 8.000000000000000000e+00 1.004015445709228516e+02 2.121229171752929688e+01 3.033943176269531250e+01 1.049323081970214844e+02 2.618990421295166016e+00 5.833181381225585938e+00 3.664340972900390625e+00 9.999999999999999547e-07 5.285263061523437500e-03 4.194715738296508789e+00 4.478346440009772778e-03 1.619999999999999989e-09 1.475000000000000000e+01 1.509999999999999964e+01
3.188674283027648926e+01 9.000000000000000000e+00 1.003030776977539062e+02 2.124514579772949219e+01 3.020811080932617188e+01 1.049651145935058594e+02 2.614394187927246094e+00 5.834166049957275391e+00 3.663684368133544922e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.192089080810546875e+00 4.478346440009772778e-03 1.619999999999999989e-09 1.484999999999999964e+01 1.509999999999999964e+01
3.436234354972839355e+01 1.000000000000000000e+01 1.004015445709228516e+02 2.127795219421386719e+01 3.014245033264160156e+01 1.049979686737060547e+02 2.610782623291015625e+00 5.838434219360351562e+00 3.664669513702392578e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.190611839294433594e+00 4.609580035321414471e-03 1.610000000000000024e-09 1.494999999999999929e+01 1.509999999999999964e+01
3.686791038513183594e+01 1.100000000000000000e+01 1.004343986511230469e+02 2.127795219421386719e+01 3.024091720581054688e+01 1.049651145935058594e+02 2.608812808990478516e+00 5.838434219360351562e+00 3.664669513702392578e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.198983669281005859e+00 4.609580035321414471e-03 1.590000000000000093e-09 1.505000000000000071e+01 1.509999999999999964e+01
3.938645744323730469e+01 1.200000000000000000e+01 1.003358840942382812e+02 2.127795219421386719e+01 3.017525672912597656e+01 1.049979686737060547e+02 2.613409042358398438e+00 5.835479259490966797e+00 3.665654659271240234e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.195208072662353516e+00 4.741004377137869596e-03 1.600000000000000058e-09 1.515000000000000036e+01 1.509999999999999964e+01
4.189702320098876953e+01 1.300000000000000000e+01 1.003358840942382812e+02 2.121229171752929688e+01 3.024091720581054688e+01 1.049323081970214844e+02 2.606514453887939453e+00 5.840404033660888672e+00 3.673862457275390625e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.192253351211547852e+00 6.185718404594808817e-03 1.600000000000000058e-09 1.525000000000000000e+01 1.509999999999999964e+01
4.442263078689575195e+01 1.400000000000000000e+01 1.003358840942382812e+02 2.127795219421386719e+01 3.014245033264160156e+01 1.049979686737060547e+02 2.604544639587402344e+00 5.842373847961425781e+00 3.664669513702392578e+00 0.000000000000000000e+00 4.628658294677734375e-03 4.193074226379394531e+00 6.842267874162644148e-03 1.590000000000000093e-09 1.534999999999999964e+01 1.509999999999999964e+01
4.695418453216552734e+01 1.500000000000000000e+01 1.004343986511230469e+02 2.124514579772949219e+01 3.010959625244140625e+01 1.049979686737060547e+02 2.601261615753173828e+00 5.840404033660888672e+00 3.667952537536621094e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.200132846832275391e+00 6.448376341722905636e-03 1.579999999999999921e-09 1.544999999999999929e+01 1.509999999999999964e+01
5.236903929710388184e+01 1.600000000000000000e+01 1.004343986511230469e+02 2.127795219421386719e+01 3.017525672912597656e+01 1.049323081970214844e+02 2.609797477722167969e+00 5.844015598297119141e+00 3.662371158599853516e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.197670459747314453e+00 4.084264161065220833e-03 1.590000000000000093e-09 1.375000000000000000e+01 1.519999999999999929e+01
