# Solenoid scan data
# r_max = 3.5
# point_spacing = 0.05
# x_centre = 19
# y_centre = 17
# wait_time = 1.5
# N_points = 3845
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
1.005825328826904297e+01 0.000000000000000000e+00 1.003358840942382812e+02 2.124514579772949219e+01 3.020811080932617188e+01 8.999400138854980469e+01 2.431195259094238281e+00 5.986832141876220703e+00 3.643000602722167969e+00 9.999999999999999547e-07 2.002239227294921875e-03 4.240843772888183594e+00 5.267769924830645323e-02 2.580000000000000190e-09 1.900000000000000000e+01 1.350000000000000000e+01
1.501443243026733398e+01 1.000000000000000000e+00 1.004015445709228516e+02 2.127795219421386719e+01 3.017525672912597656e+01 8.999400138854980469e+01 2.435791492462158203e+00 5.984533786773681641e+00 3.644970893859863281e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.238217353820800781e+00 4.965703759808093309e-02 2.570000000000000017e-09 1.819999999999999929e+01 1.359999999999999964e+01
1.754697465896606445e+01 2.000000000000000000e+00 1.002045631408691406e+02 2.131080627441406250e+01 3.017525672912597656e+01 8.996119499206542969e+01 2.432508468627929688e+00 5.984862327575683594e+00 3.649895191192626953e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.245768547058105469e+00 4.978827119339257479e-02 2.570000000000000017e-09 1.830000000000000071e+01 1.359999999999999964e+01
2.078613996505737305e+01 3.000000000000000000e+00 1.003358840942382812e+02 2.101531028747558594e+01 3.024091720581054688e+01 8.999400138854980469e+01 2.435462951660156250e+00 5.988145351409912109e+00 3.644970893859863281e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.245768547058105469e+00 5.005092913052067161e-02 2.539999999999999914e-09 1.839999999999999858e+01 1.359999999999999964e+01
2.330270290374755859e+01 4.000000000000000000e+00 1.003358840942382812e+02 2.134361267089843750e+01 3.014245033264160156e+01 8.999400138854980469e+01 2.431523323059082031e+00 5.985518932342529297e+00 3.647597312927246094e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.238053083419799805e+00 5.031377781415358186e-02 2.550000000000000086e-09 1.850000000000000000e+01 1.359999999999999964e+01
2.581225228309631348e+01 5.000000000000000000e+00 1.002702236175537109e+02 2.137646675109863281e+01 3.014245033264160156e+01 8.999400138854980469e+01 2.432836532592773438e+00 5.986832141876220703e+00 3.647925376892089844e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.247902393341064453e+00 5.044501140946522355e-02 2.550000000000000086e-09 1.860000000000000142e+01 1.359999999999999964e+01
2.833182978630065918e+01 6.000000000000000000e+00 1.003687381744384766e+02 2.124514579772949219e+01 3.014245033264160156e+01 9.002685546875000000e+01 2.431523323059082031e+00 5.989786624908447266e+00 3.646284103393554688e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.252663135528564453e+00 5.162706749979406595e-02 2.559999999999999845e-09 1.869999999999999929e+01 1.359999999999999964e+01
3.086638641357421875e+01 7.000000000000000000e+00 1.003687381744384766e+02 2.134361267089843750e+01 3.024091720581054688e+01 9.002685546875000000e+01 2.433165073394775391e+00 5.987488746643066406e+00 3.644642353057861328e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.243141889572143555e+00 5.175830109510570765e-02 2.550000000000000086e-09 1.880000000000000071e+01 1.359999999999999964e+01
3.339791798591613770e+01 8.000000000000000000e+00 1.003358840942382812e+02 2.137646675109863281e+01 3.007678985595703125e+01 8.992834091186523438e+01 2.432836532592773438e+00 5.981578826904296875e+00 3.647268772125244141e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.241500377655029297e+00 5.175830109510570765e-02 2.550000000000000086e-09 1.889999999999999858e+01 1.359999999999999964e+01
3.593546795845031738e+01 9.000000000000000000e+00 1.003687381744384766e+02 2.117948532104492188e+01 3.024091720581054688e+01 8.999400138854980469e+01 2.431523323059082031e+00 5.985190391540527344e+00 3.647597312927246094e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.243798494338989258e+00 5.188972543692216277e-02 2.550000000000000086e-09 1.900000000000000000e+01 1.359999999999999964e+01
3.846303963661193848e+01 1.000000000000000000e+01 1.002702236175537109e+02 2.117948532104492188e+01 3.027377128601074219e+01 8.989553451538085938e+01 2.429224967956542969e+00 5.985846996307373047e+00 3.644642353057861328e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.241336345672607422e+00 5.307178152725100517e-02 2.550000000000000086e-09 1.910000000000000142e+01 1.359999999999999964e+01
4.101756501197814941e+01 1.100000000000000000e+01 1.003687381744384766e+02 2.124514579772949219e+01 3.030657768249511719e+01 9.005966186523437500e+01 2.428568363189697266e+00 5.985846996307373047e+00 3.645627498626708984e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.237724781036376953e+00 5.517304502427577972e-02 2.539999999999999914e-09 1.919999999999999929e+01 1.359999999999999964e+01
4.353114438056945801e+01 1.200000000000000000e+01 1.004015445709228516e+02 2.124514579772949219e+01 3.017525672912597656e+01 8.992834091186523438e+01 2.420032501220703125e+00 5.986832141876220703e+00 3.646284103393554688e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.238873958587646484e+00 5.950699636014178395e-02 2.550000000000000086e-09 1.930000000000000071e+01 1.359999999999999964e+01
4.606373476982116699e+01 1.300000000000000000e+01 1.003687381744384766e+02 2.114663124084472656e+01 3.040509223937988281e+01 8.999400138854980469e+01 2.419703960418701172e+00 5.987488746643066406e+00 3.646284103393554688e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.245111942291259766e+00 6.607363553484901786e-02 2.550000000000000086e-09 1.939999999999999858e+01 1.359999999999999964e+01
4.859123706817626953e+01 1.400000000000000000e+01 1.003358840942382812e+02 2.121229171752929688e+01 3.024091720581054688e+01 8.992834091186523438e+01 2.416749477386474609e+00 5.987160205841064453e+00 3.647268772125244141e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.243798494338989258e+00 6.541708606528118253e-02 2.550000000000000086e-09 1.950000000000000000e+01 1.359999999999999964e+01
5.114677739143371582e+01 1.500000000000000000e+01 1.003687381744384766e+02 2.134361267089843750e+01 3.017525672912597656e+01 8.996119499206542969e+01 2.416420936584472656e+00 5.989130020141601562e+00 3.643329143524169922e+00 0.000000000000000000e+00 2.330780029296875000e-03 4.252663135528564453e+00 6.620505987666547298e-02 2.539999999999999914e-09 1.960000000000000142e+01 1.359999999999999964e+01
5.366635322570800781e+01 1.600000000000000000e+01 1.003687381744384766e+02 2.121229171752929688e+01 3.020811080932617188e+01 9.005966186523437500e+01 2.413465976715087891e+00 5.985518932342529297e+00 3.645627498626708984e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.238709688186645508e+00 6.607363553484901786e-02 2.539999999999999914e-09 1.969999999999999929e+01 1.359999999999999964e+01
5.619694399833679199e+01 1.700000000000000000e+01 1.003358840942382812e+02 2.121229171752929688e+01 3.020811080932617188e+01 8.992834091186523438e+01 2.410839557647705078e+00 5.987816810607910156e+00 3.647597312927246094e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.238709688186645508e+00 8.091447659535333514e-02 2.539999999999999914e-09 1.980000000000000071e+01 1.359999999999999964e+01
