# Solenoid scan data
# r_max = 2.1
# point_spacing = 0.05
# x_centre = 22.55
# y_centre = 17.5
# wait_time = 1.5
# N_points = 1370
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
7.888540983200073242e+00 0.000000000000000000e+00 1.003030776977539062e+02 2.117948532104492188e+01 3.014245033264160156e+01 8.999400138854980469e+01 8.697352409362792969e-01 6.234380722045898438e+00 4.947062492370605469e+00 0.000000000000000000e+00 3.315448760986328125e-03 3.916798114776611328e+00 5.320301512256264687e-02 1.110000000000000096e-09 2.255000000000000071e+01 1.540000000000000036e+01
1.266681265830993652e+01 1.000000000000000000e+00 1.003030776977539062e+02 2.108097076416015625e+01 3.024091720581054688e+01 8.999400138854980469e+01 8.920607566833496094e-01 6.248169898986816406e+00 4.945421218872070312e+00 9.999999999999999547e-07 4.300594329833984375e-03 3.920902013778686523e+00 3.179572563385590911e-02 1.089999999999999958e-09 2.194999999999999929e+01 1.550000000000000000e+01
1.524933791160583496e+01 2.000000000000000000e+00 1.002702236175537109e+02 2.114663124084472656e+01 3.027377128601074219e+01 8.996119499206542969e+01 8.920607566833496094e-01 6.233724117279052734e+00 4.945092678070068359e+00 9.999999999999999547e-07 3.315448760986328125e-03 3.919917106628417969e+00 3.284635738236829638e-02 1.089999999999999958e-09 2.205000000000000071e+01 1.550000000000000000e+01
1.786080861091613770e+01 3.000000000000000000e+00 1.003030776977539062e+02 2.121229171752929688e+01 3.017525672912597656e+01 8.989553451538085938e+01 8.927173614501953125e-01 6.232738971710205078e+00 4.945421218872070312e+00 0.000000000000000000e+00 2.658843994140625000e-03 3.930094957351684570e+00 3.507904522120952606e-02 1.099999999999999924e-09 2.214999999999999858e+01 1.550000000000000000e+01
2.039634537696838379e+01 4.000000000000000000e+00 1.003358840942382812e+02 2.121229171752929688e+01 3.033943176269531250e+01 8.996119499206542969e+01 8.907475471496582031e-01 6.234380722045898438e+00 4.943451404571533203e+00 9.999999999999999547e-07 2.987384796142578125e-03 3.922051191329956055e+00 3.218961716629564762e-02 1.089999999999999958e-09 2.225000000000000000e+01 1.550000000000000000e+01
2.289691662788391113e+01 5.000000000000000000e+00 1.003687381744384766e+02 2.127795219421386719e+01 3.027377128601074219e+01 8.999400138854980469e+01 8.861508369445800781e-01 6.234708786010742188e+00 4.945421218872070312e+00 0.000000000000000000e+00 3.972053527832031250e-03 3.915156602859497070e+00 3.875625634100288153e-02 1.099999999999999924e-09 2.235000000000000142e+01 1.550000000000000000e+01
2.536851882934570312e+01 6.000000000000000000e+00 1.002702236175537109e+02 2.121229171752929688e+01 3.014245033264160156e+01 8.996119499206542969e+01 8.736748695373535156e-01 6.233724117279052734e+00 4.946734428405761719e+00 0.000000000000000000e+00 3.643989562988281250e-03 3.911709308624267578e+00 5.254627490648999810e-02 1.099999999999999924e-09 2.244999999999999929e+01 1.550000000000000000e+01
2.786207985877990723e+01 7.000000000000000000e+00 1.002374172210693359e+02 2.111382484436035156e+01 3.024091720581054688e+01 8.999400138854980469e+01 8.677654266357421875e-01 6.233395576477050781e+00 4.945421218872070312e+00 0.000000000000000000e+00 5.613803863525390625e-03 3.916962385177612305e+00 5.359709740150719881e-02 1.099999999999999924e-09 2.255000000000000071e+01 1.550000000000000000e+01
3.036664891242980957e+01 8.000000000000000000e+00 1.003030776977539062e+02 2.117948532104492188e+01 3.027377128601074219e+01 8.992834091186523438e+01 8.667802810668945312e-01 6.234380722045898438e+00 4.947391033172607422e+00 0.000000000000000000e+00 3.315448760986328125e-03 3.913350820541381836e+00 5.622367677278816700e-02 1.089999999999999958e-09 2.265000000000000213e+01 1.550000000000000000e+01
3.284524798393249512e+01 9.000000000000000000e+00 1.003687381744384766e+02 2.134361267089843750e+01 3.014245033264160156e+01 8.996119499206542969e+01 8.684220314025878906e-01 6.234380722045898438e+00 4.945749282836914062e+00 0.000000000000000000e+00 3.972053527832031250e-03 3.929274082183837891e+00 5.648633470991626382e-02 1.089999999999999958e-09 2.275000000000000000e+01 1.550000000000000000e+01
3.532881379127502441e+01 1.000000000000000000e+01 1.002374172210693359e+02 2.111382484436035156e+01 3.030657768249511719e+01 8.992834091186523438e+01 8.687505722045898438e-01 6.233395576477050781e+00 4.940824508666992188e+00 0.000000000000000000e+00 5.941867828369140625e-03 3.917783021926879883e+00 5.648633470991626382e-02 1.089999999999999958e-09 2.285000000000000142e+01 1.550000000000000000e+01
3.782743692398071289e+01 1.100000000000000000e+01 1.003687381744384766e+02 2.121229171752929688e+01 3.010959625244140625e+01 8.999400138854980469e+01 8.667802810668945312e-01 6.235037326812744141e+00 4.946734428405761719e+00 0.000000000000000000e+00 4.628658294677734375e-03 3.922051191329956055e+00 5.753696645842865109e-02 1.099999999999999924e-09 2.294999999999999929e+01 1.550000000000000000e+01
4.030198144912719727e+01 1.200000000000000000e+01 1.003030776977539062e+02 2.098250389099121094e+01 3.027377128601074219e+01 9.002685546875000000e+01 8.667802810668945312e-01 6.236021995544433594e+00 4.946077823638916016e+00 0.000000000000000000e+00 5.285263061523437500e-03 3.918275594711303711e+00 5.727430852130055428e-02 1.089999999999999958e-09 2.305000000000000071e+01 1.550000000000000000e+01
4.279454827308654785e+01 1.300000000000000000e+01 1.003358840942382812e+02 2.121229171752929688e+01 3.020811080932617188e+01 8.996119499206542969e+01 8.680934906005859375e-01 6.234052181243896484e+00 4.944108009338378906e+00 0.000000000000000000e+00 3.972053527832031250e-03 3.929274082183837891e+00 5.569836089853197336e-02 1.099999999999999924e-09 2.315000000000000213e+01 1.550000000000000000e+01
