# Solenoid scan data
# r_max = 2.1
# point_spacing = 0.05
# x_centre = 22.55
# y_centre = 17.5
# wait_time = 1.5
# N_points = 1370
# t, scan_vec, V_L, V_R, V_FF, V_IO3, I_L, I_R, I_FF, I_mm, I_IO3, I_F, I_RFA, p, x_target, y_target
7.917491436004638672e+00 0.000000000000000000e+00 1.004015445709228516e+02 2.121229171752929688e+01 3.020811080932617188e+01 9.002685546875000000e+01 1.613037586212158203e+00 6.189073085784912109e+00 4.229369163513183594e+00 0.000000000000000000e+00 3.972053527832031250e-03 4.053869247436523438e+00 8.288431575056165457e-02 1.120000000000000061e-09 2.255000000000000071e+01 1.540000000000000036e+01
1.271874308586120605e+01 1.000000000000000000e+00 1.003358840942382812e+02 2.111382484436035156e+01 3.037223815917968750e+01 8.989553451538085938e+01 1.656046390533447266e+00 6.188088417053222656e+00 4.229369163513183594e+00 9.999999999999999547e-07 3.972053527832031250e-03 4.063882589340209961e+00 3.140164335491135716e-02 1.110000000000000096e-09 2.194999999999999929e+01 1.550000000000000000e+01
1.530130887031555176e+01 2.000000000000000000e+00 1.003358840942382812e+02 2.111382484436035156e+01 3.024091720581054688e+01 8.992834091186523438e+01 1.658016204833984375e+00 6.187103271484375000e+00 4.233965396881103516e+00 0.000000000000000000e+00 2.658843994140625000e-03 4.065360069274902344e+00 3.008835366927087307e-02 1.120000000000000061e-09 2.205000000000000071e+01 1.550000000000000000e+01
1.792078065872192383e+01 3.000000000000000000e+00 1.002702236175537109e+02 2.127795219421386719e+01 3.014245033264160156e+01 8.992834091186523438e+01 1.663926124572753906e+00 6.186775207519531250e+00 4.230025768280029297e+00 9.999999999999999547e-07 3.315448760986328125e-03 4.056167364120483398e+00 2.667360974010080099e-02 1.110000000000000096e-09 2.214999999999999858e+01 1.550000000000000000e+01
2.045232367515563965e+01 4.000000000000000000e+00 1.004343986511230469e+02 2.140927314758300781e+01 3.017525672912597656e+01 9.002685546875000000e+01 1.656702995300292969e+00 6.189073085784912109e+00 4.229040622711181641e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.063882589340209961e+00 3.718030871823430061e-02 1.110000000000000096e-09 2.225000000000000000e+01 1.550000000000000000e+01
2.294688940048217773e+01 5.000000000000000000e+00 1.003030776977539062e+02 2.121229171752929688e+01 3.030657768249511719e+01 9.002685546875000000e+01 1.647838592529296875e+00 6.186446666717529297e+00 4.231010437011718750e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.054854154586791992e+00 4.427226376719772816e-02 1.110000000000000096e-09 2.235000000000000142e+01 1.550000000000000000e+01
2.540749883651733398e+01 6.000000000000000000e+00 1.002702236175537109e+02 2.140927314758300781e+01 3.020811080932617188e+01 9.002685546875000000e+01 1.640287399291992188e+00 6.186118602752685547e+00 4.231338977813720703e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.060106992721557617e+00 4.991969553520902991e-02 1.110000000000000096e-09 2.244999999999999929e+01 1.550000000000000000e+01
2.790505671501159668e+01 7.000000000000000000e+00 1.003030776977539062e+02 2.117948532104492188e+01 3.024091720581054688e+01 8.999400138854980469e+01 1.627483367919921875e+00 6.187431812286376953e+00 4.230682373046875000e+00 0.000000000000000000e+00 2.987384796142578125e-03 4.062241077423095703e+00 6.200234213611111045e-02 1.110000000000000096e-09 2.255000000000000071e+01 1.550000000000000000e+01
3.036266636848449707e+01 8.000000000000000000e+00 1.003358840942382812e+02 2.117948532104492188e+01 3.017525672912597656e+01 9.002685546875000000e+01 1.613365650177001953e+00 6.187103271484375000e+00 4.232323646545410156e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.061420440673828125e+00 7.316578133031725883e-02 1.110000000000000096e-09 2.265000000000000213e+01 1.550000000000000000e+01
3.285522842407226562e+01 9.000000000000000000e+00 1.003030776977539062e+02 2.121229171752929688e+01 3.020811080932617188e+01 9.002685546875000000e+01 1.605814456939697266e+00 6.186775207519531250e+00 4.232980251312255859e+00 0.000000000000000000e+00 3.315448760986328125e-03 4.062405347824096680e+00 8.380371390376240015e-02 1.110000000000000096e-09 2.275000000000000000e+01 1.550000000000000000e+01
3.537079143524169922e+01 1.000000000000000000e+01 1.003358840942382812e+02 2.121229171752929688e+01 3.014245033264160156e+01 8.996119499206542969e+01 1.604173183441162109e+00 6.187103271484375000e+00 4.232323646545410156e+00 0.000000000000000000e+00 4.300594329833984375e-03 4.054525852203369141e+00 8.498576999409124255e-02 1.099999999999999924e-09 2.285000000000000142e+01 1.550000000000000000e+01
3.788236618041992188e+01 1.100000000000000000e+01 1.002702236175537109e+02 2.114663124084472656e+01 3.030657768249511719e+01 8.996119499206542969e+01 1.599576473236083984e+00 6.188416481018066406e+00 4.232323646545410156e+00 9.999999999999999547e-07 4.300594329833984375e-03 4.054361581802368164e+00 8.879440545570105314e-02 1.099999999999999924e-09 2.294999999999999929e+01 1.550000000000000000e+01
4.035594272613525391e+01 1.200000000000000000e+01 1.002702236175537109e+02 2.121229171752929688e+01 3.001112937927246094e+01 8.989553451538085938e+01 1.597606658935546875e+00 6.185461997985839844e+00 4.232980251312255859e+00 0.000000000000000000e+00 3.972053527832031250e-03 4.072747230529785156e+00 8.931972132995724678e-02 1.110000000000000096e-09 2.305000000000000071e+01 1.550000000000000000e+01
4.285153150558471680e+01 1.300000000000000000e+01 1.002374172210693359e+02 2.124514579772949219e+01 3.030657768249511719e+01 8.989553451538085938e+01 1.593338489532470703e+00 6.187103271484375000e+00 4.231338977813720703e+00 -9.999999999999999547e-07 4.300594329833984375e-03 4.061748743057250977e+00 9.207772504305467010e-02 1.110000000000000096e-09 2.315000000000000213e+01 1.550000000000000000e+01
4.805255436897277832e+01 1.400000000000000000e+01 1.003358840942382812e+02 2.124514579772949219e+01 3.020811080932617188e+01 8.996119499206542969e+01 1.650136947631835938e+00 6.192684650421142578e+00 4.231667041778564453e+00 9.999999999999999547e-07 2.658843994140625000e-03 4.063554286956787109e+00 3.928176296176388860e-02 1.089999999999999958e-09 2.175000000000000000e+01 1.559999999999999964e+01
5.058711266517639160e+01 1.500000000000000000e+01 1.003687381744384766e+02 2.124514579772949219e+01 3.020811080932617188e+01 8.992834091186523438e+01 1.652106761932373047e+00 6.187759876251220703e+00 4.232323646545410156e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.067165851593017578e+00 3.652375924866646528e-02 1.099999999999999924e-09 2.185000000000000142e+01 1.559999999999999964e+01
5.313064384460449219e+01 1.600000000000000000e+01 1.002702236175537109e+02 2.121229171752929688e+01 3.014245033264160156e+01 8.996119499206542969e+01 1.660643100738525391e+00 6.200235843658447266e+00 4.231338977813720703e+00 0.000000000000000000e+00 4.628658294677734375e-03 4.072418928146362305e+00 2.693626767722889781e-02 1.099999999999999924e-09 2.194999999999999929e+01 1.559999999999999964e+01
5.565625143051147461e+01 1.700000000000000000e+01 1.004015445709228516e+02 2.124514579772949219e+01 3.014245033264160156e+01 8.999400138854980469e+01 1.660643100738525391e+00 6.194654464721679688e+00 4.234622001647949219e+00 9.999999999999999547e-07 2.987384796142578125e-03 4.059286355972290039e+00 2.509766211733222008e-02 1.099999999999999924e-09 2.205000000000000071e+01 1.559999999999999964e+01
5.819974732398986816e+01 1.800000000000000000e+01 1.003030776977539062e+02 2.117948532104492188e+01 3.030657768249511719e+01 8.999400138854980469e+01 1.657688140869140625e+00 6.189401626586914062e+00 4.232980251312255859e+00 9.999999999999999547e-07 3.643989562988281250e-03 4.073567867279052734e+00 3.258369944524019957e-02 1.099999999999999924e-09 2.214999999999999858e+01 1.559999999999999964e+01
6.072930169105529785e+01 1.900000000000000000e+01 1.003358840942382812e+02 2.117948532104492188e+01 3.024091720581054688e+01 8.996119499206542969e+01 1.650136947631835938e+00 6.191371440887451172e+00 4.233636856079101562e+00 9.999999999999999547e-07 3.315448760986328125e-03 4.054361581802368164e+00 3.954442089889198542e-02 1.089999999999999958e-09 2.225000000000000000e+01 1.559999999999999964e+01
